from,to,walking,public_transport
5664809637,4852403788,427,430
5664809637,9995798817,649,649
5664809637,442585871,724,724
5664809637,244497161,805,805
5664809637,2579219364,891,891
5664809637,3380176573,796,793
5664809637,6778160929,690,690
5664809637,355686988,1076,1076
5664809637,311283313,864,864
5664809637,10238950146,803,803
5664809637,2457088247,728,728
5664809637,3563688393,989,989
5664809637,948326965,507,507
5664809637,8334692909,1359,1359
5664809637,2669480090,1031,1031
5664809637,12390124794,1607,1607
5664809637,12952062259,1232,1232
5664809637,2750669760,1050,1050
5664809637,2454512962,517,517
5664809637,12843952346,688,688
5664809637,5578380846,988,988
5664809637,10013110915,865,865
5664809637,4030881336,988,988
5664809637,1590153702,968,968
5664809637,136322935,1299,1299
5664809637,5981514091,608,608
5664809637,442551000,660,660
5664809637,12479126905,604,604
5664809637,133618467,1053,1053
5664809637,1488907662,1202,1202
5664809637,1991433140,785,785
5664809637,5582570021,884,884
5664809637,4239841589,1277,1277
5664809637,4019827636,1230,1230
5664809637,1167293625,1187,1187
5664809637,5881659505,1019,1019
5664809637,295413460,891,891
5664809637,1107533195,1636,1636
5664809637,138314025,1603,1603
5664809637,10583638334,1572,1572
5664809637,476441840,1148,1148
5664809637,1467334210,1189,1189
5664809637,30528334,1353,1353
5664809637,2247657921,1378,1378
5664809637,415627424,1849,1849
5664809637,2510053075,1747,1747
5664809637,2450295917,1466,1466
5664809637,12864827040,1654,1654
5664809637,9645157393,1218,1218
5664809637,354615386,1031,1029
5664809637,1363142268,1489,1489
5664809637,8209501770,1429,1429
4192093000,1308621529,826,826
4192093000,4551892507,1186,1174
4192093000,359238262,890,890
4192093000,5904861029,1289,1289
4192093000,2048616571,1191,1191
4192093000,98105901,1368,1368
4192093000,410455891,1016,1016
4192093000,561323738,1152,1152
4192093000,4063613611,950,950
4192093000,2137688161,763,763
4192093000,618284053,790,790
4192093000,1363354897,751,751
4192093000,2478696679,451,451
4192093000,895302724,490,490
4192093000,5664809637,491,491
4192093000,1454374331,517,517
4192093000,4852403788,607,607
4192093000,9995798817,518,518
4192093000,442585871,506,506
4192093000,244497161,481,481
4192093000,2579219364,543,543
4192093000,3380176573,581,581
4192093000,6778160929,661,673
4192093000,355686988,1068,1068
4192093000,311283313,649,649
4192093000,10238950146,922,922
4192093000,2457088247,1065,1065
4192093000,3563688393,1220,1220
4192093000,948326965,737,737
4192093000,8334692909,1598,1598
4192093000,2669480090,1270,1270
4192093000,12390124794,1790,1790
4192093000,12952062259,1144,1144
4192093000,2750669760,1175,1175
4192093000,2454512962,510,510
4192093000,12843952346,717,717
4192093000,5578380846,1017,1017
4192093000,10013110915,894,894
4192093000,4030881336,827,827
4192093000,1590153702,712,712
4192093000,136322935,1327,1327
4192093000,5981514091,352,352
4192093000,442551000,437,437
4192093000,12479126905,348,348
4192093000,133618467,830,830
4192093000,1488907662,878,878
4192093000,1991433140,562,562
4192093000,5582570021,669,669
4192093000,4239841589,1062,1062
4192093000,4019827636,1015,970
4192093000,1167293625,972,972
4192093000,5881659505,823,823
4192093000,295413460,691,691
4192093000,1107533195,1421,1421
4192093000,138314025,1388,1388
4192093000,10583638334,1377,1377
4192093000,476441840,1161,1161
4192093000,1467334210,1202,1202
4192093000,30528334,1304,1304
4192093000,2247657921,1332,1332
4192093000,415627424,1800,1800
4192093000,2510053075,1698,1698
4192093000,2450295917,1639,1639
4192093000,12864827040,1962,1962
4192093000,9645157393,1460,1460
4192093000,354615386,1156,1156
4192093000,1363142268,1482,1482
4192093000,8209501770,1422,1422
1454374331,1308621529,443,443
1454374331,4551892507,803,803
1454374331,359238262,507,507
1454374331,5904861029,862,862
1454374331,2048616571,734,734
1454374331,98105901,1132,1132
1454374331,410455891,567,567
1454374331,561323738,734,734
1454374331,4063613611,647,647
1454374331,2137688161,314,314
1454374331,618284053,378,378
1454374331,1363354897,302,302
1454374331,2478696679,394,394
1454374331,895302724,357,357
1454374331,5664809637,395,395
1454374331,4192093000,429,429
1454374331,4852403788,158,158
1454374331,9995798817,344,344
1454374331,442585871,419,419
1454374331,244497161,396,396
1454374331,2579219364,523,523
1454374331,3380176573,449,449
1454374331,6778160929,322,322
1454374331,355686988,781,781
1454374331,311283313,771,771
1454374331,10238950146,508,508
1454374331,2457088247,943,943
1454374331,3563688393,1046,1046
1454374331,948326965,812,812
1454374331,8334692909,1362,1362
1454374331,2669480090,1047,1047
1454374331,12390124794,1543,1543
1454374331,12952062259,1186,1384
1454374331,2750669760,1334,1334
1454374331,2454512962,666,666
1454374331,12843952346,840,840
1454374331,5578380846,1300,1300
1454374331,10013110915,1014,1014
1454374331,4030881336,1097,1097
1454374331,1590153702,881,881
1454374331,136322935,1451,1451
1454374331,5981514091,760,760
1454374331,442551000,547,547
1454374331,12479126905,640,640
1454374331,133618467,910,910
1454374331,1488907662,958,958
1454374331,1991433140,673,673
1454374331,5582570021,780,780
1454374331,4239841589,1128,1128
1454374331,4019827636,1126,1126
1454374331,1167293625,1094,1094
1454374331,5881659505,934,934
1454374331,295413460,787,787
1454374331,1107533195,1462,1462
1454374331,138314025,1443,1443
1454374331,10583638334,1262,1262
1454374331,476441840,853,853
1454374331,1467334210,894,894
1454374331,30528334,1037,1037
1454374331,2247657921,1065,1065
1454374331,415627424,1533,1533
1454374331,2510053075,1431,1449
1454374331,2450295917,1330,1330
1454374331,12864827040,1515,1515
1454374331,9645157393,1252,1252
1454374331,354615386,1245,1248
1454374331,1363142268,1641,1641
1454374331,8209501770,1581,1581
4852403788,1308621529,612,612
4852403788,4551892507,972,960
4852403788,359238262,676,676
4852403788,5904861029,872,872
4852403788,2048616571,744,744
4852403788,98105901,1142,1142
4852403788,410455891,577,577
4852403788,561323738,744,744
4852403788,4063613611,657,657
4852403788,2137688161,324,324
4852403788,618284053,388,388
4852403788,1363354897,312,312
4852403788,2478696679,439,439
4852403788,895302724,402,402
4852403788,5664809637,440,440
4852403788,4192093000,526,526
4852403788,1454374331,338,338
4852403788,9995798817,558,558
4852403788,442585871,633,633
4852403788,244497161,610,610
4852403788,2579219364,737,737
4852403788,3380176573,667,667
4852403788,6778160929,536,536
4852403788,355686988,950,950
4852403788,311283313,940,940
4852403788,10238950146,677,677
4852403788,2457088247,953,953
4852403788,3563688393,1056,1056
4852403788,948326965,830,839
4852403788,8334692909,1372,1372
4852403788,2669480090,1057,1057
4852403788,12390124794,1553,1553
4852403788,12952062259,1234,1234
4852403788,2750669760,1313,1313
4852403788,2454512962,714,714
4852403788,12843952346,885,885
4852403788,5578380846,1345,1345
4852403788,10013110915,1062,1062
4852403788,4030881336,1185,1185
4852403788,1590153702,1095,1095
4852403788,136322935,1496,1496
4852403788,5981514091,805,805
4852403788,442551000,761,761
4852403788,12479126905,801,801
4852403788,133618467,1124,1124
4852403788,1488907662,1172,1172
4852403788,1991433140,887,887
4852403788,5582570021,1044,1044
4852403788,4239841589,1437,1437
4852403788,4019827636,1390,1390
4852403788,1167293625,1263,1263
4852403788,5881659505,1178,1178
4852403788,295413460,1083,1083
4852403788,1107533195,1631,1631
4852403788,138314025,1598,1598
4852403788,10583638334,1446,1431
4852403788,476441840,1022,1022
4852403788,1467334210,1063,1063
4852403788,30528334,1206,1206
4852403788,2247657921,1234,1234
4852403788,415627424,1702,1702
4852403788,2510053075,1600,1600
4852403788,2450295917,1340,1340
4852403788,12864827040,1525,1525
4852403788,9645157393,1262,1262
4852403788,354615386,1293,1293
4852403788,1363142268,1686,1563
4852403788,8209501770,1626,1626
9995798817,1308621529,355,355
9995798817,4551892507,703,703
9995798817,359238262,419,419
9995798817,5904861029,818,818
9995798817,2048616571,720,720
9995798817,98105901,1201,1201
9995798817,410455891,636,636
9995798817,561323738,803,803
9995798817,4063613611,716,716
9995798817,2137688161,383,383
9995798817,618284053,447,447
9995798817,1363354897,371,371
9995798817,2478696679,498,498
9995798817,895302724,461,461
9995798817,5664809637,499,499
9995798817,4192093000,585,585
9995798817,1454374331,294,294
9995798817,4852403788,226,226
9995798817,442585871,323,323
9995798817,244497161,300,300
9995798817,2579219364,427,427
9995798817,3380176573,327,327
9995798817,6778160929,226,226
9995798817,355686988,693,693
9995798817,311283313,664,664
9995798817,10238950146,387,387
9995798817,2457088247,1038,1038
9995798817,3563688393,1115,1115
9995798817,948326965,889,889
9995798817,8334692909,1493,1493
9995798817,2669480090,1116,1116
9995798817,12390124794,1612,1612
9995798817,12952062259,1488,1488
9995798817,2750669760,1372,1372
9995798817,2454512962,773,773
9995798817,12843952346,944,944
9995798817,5578380846,1244,1244
9995798817,10013110915,1121,1121
9995798817,4030881336,1001,1001
9995798817,1590153702,785,785
9995798817,136322935,1638,1638
9995798817,5981514091,645,645
9995798817,442551000,451,451
9995798817,12479126905,544,544
9995798817,133618467,814,814
9995798817,1488907662,862,893
9995798817,1991433140,577,577
9995798817,5582570021,684,684
9995798817,4239841589,1077,1077
9995798817,4019827636,1030,1030
9995798817,1167293625,987,987
9995798817,5881659505,819,819
9995798817,295413460,691,691
9995798817,1107533195,1374,1374
9995798817,138314025,1341,1341
9995798817,10583638334,1174,1189
9995798817,476441840,765,765
9995798817,1467334210,806,806
9995798817,30528334,949,949
9995798817,2247657921,977,977
9995798817,415627424,1445,1445
9995798817,2510053075,1361,1361
9995798817,2450295917,1399,1399
9995798817,12864827040,1584,1584
9995798817,9645157393,1321,1321
9995798817,354615386,1352,1352
9995798817,1363142268,1622,1622
9995798817,8209501770,1685,1490
442585871,1308621529,424,424
442585871,4551892507,784,784
442585871,359238262,488,488
442585871,5904861029,887,887
442585871,2048616571,789,789
442585871,98105901,1270,1270
442585871,410455891,705,705
442585871,561323738,872,872
442585871,4063613611,785,785
442585871,2137688161,452,452
442585871,618284053,516,516
442585871,1363354897,440,440
442585871,2478696679,567,567
442585871,895302724,530,530
442585871,5664809637,568,568
442585871,4192093000,654,654
442585871,1454374331,363,363
442585871,4852403788,295,295
442585871,9995798817,69,69
442585871,244497161,132,132
442585871,2579219364,496,496
442585871,3380176573,363,363
442585871,6778160929,295,295
442585871,355686988,762,762
442585871,311283313,700,700
442585871,10238950146,456,456
442585871,2457088247,1107,1107
442585871,3563688393,1184,1184
442585871,948326965,967,967
442585871,8334692909,1562,1562
442585871,2669480090,1185,1185
442585871,12390124794,1681,1681
442585871,12952062259,1362,1362
442585871,2750669760,1441,1441
442585871,2454512962,842,842
442585871,12843952346,1013,1013
442585871,5578380846,1473,1473
442585871,10013110915,1190,1190
442585871,4030881336,1037,1037
442585871,1590153702,821,821
442585871,136322935,1674,1674
442585871,5981514091,681,681
442585871,442551000,487,487
442585871,12479126905,580,580
442585871,133618467,850,850
442585871,1488907662,898,898
442585871,1991433140,613,613
442585871,5582570021,720,720
442585871,4239841589,1113,1113
442585871,4019827636,1066,1066
442585871,1167293625,1023,1023
442585871,5881659505,874,874
442585871,295413460,727,727
442585871,1107533195,1443,1443
442585871,138314025,1422,1422
442585871,10583638334,1243,1243
442585871,476441840,834,834
442585871,1467334210,875,875
442585871,30528334,1018,1018
442585871,2247657921,1046,1046
442585871,415627424,1514,1514
442585871,2510053075,1412,1412
442585871,2450295917,1468,1468
442585871,12864827040,1653,1653
442585871,9645157393,1390,1390
442585871,354615386,1421,1421
442585871,1363142268,1691,1691
442585871,8209501770,1754,1559
244497161,1308621529,429,429
244497161,4551892507,777,777
244497161,359238262,493,493
244497161,5904861029,892,892
244497161,2048616571,794,794
244497161,98105901,1275,1275
244497161,410455891,710,710
244497161,561323738,877,877
244497161,4063613611,790,790
244497161,2137688161,457,457
244497161,618284053,521,521
244497161,1363354897,445,445
244497161,2478696679,572,572
244497161,895302724,535,535
244497161,5664809637,573,573
244497161,4192093000,659,659
244497161,1454374331,368,368
244497161,4852403788,300,300
244497161,9995798817,74,74
244497161,442585871,397,397
244497161,2579219364,501,501
244497161,3380176573,401,401
244497161,6778160929,300,300
244497161,355686988,767,767
244497161,311283313,738,738
244497161,10238950146,461,461
244497161,2457088247,1112,1112
244497161,3563688393,1189,1189
244497161,948326965,972,972
244497161,8334692909,1505,1505
244497161,2669480090,1190,1190
244497161,12390124794,1686,1686
244497161,12952062259,1367,1367
244497161,2750669760,1446,1446
244497161,2454512962,847,847
244497161,12843952346,1018,1018
244497161,5578380846,1318,1318
244497161,10013110915,1195,1195
244497161,4030881336,1075,1075
244497161,1590153702,859,859
244497161,136322935,1712,1712
244497161,5981514091,719,719
244497161,442551000,525,525
244497161,12479126905,618,618
244497161,133618467,919,919
244497161,1488907662,967,967
244497161,1991433140,651,651
244497161,5582570021,758,758
244497161,4239841589,1151,1151
244497161,4019827636,1104,1104
244497161,1167293625,1061,1061
244497161,5881659505,912,912
244497161,295413460,765,765
244497161,1107533195,1448,1448
244497161,138314025,1415,1415
244497161,10583638334,1248,1248
244497161,476441840,857,857
244497161,1467334210,880,880
244497161,30528334,1023,1023
244497161,2247657921,1051,1051
244497161,415627424,1537,1537
244497161,2510053075,1417,1417
244497161,2450295917,1473,1473
244497161,12864827040,1658,1658
244497161,9645157393,1395,1395
244497161,354615386,1426,1426
244497161,1363142268,1696,1696
244497161,8209501770,1759,1759
2579219364,1308621529,401,401
2579219364,4551892507,748,771
2579219364,359238262,464,464
2579219364,5904861029,886,886
2579219364,2048616571,766,766
2579219364,98105901,1330,1330
2579219364,410455891,969,969
2579219364,561323738,1136,1136
2579219364,4063613611,1049,1049
2579219364,2137688161,716,716
2579219364,618284053,780,780
2579219364,1363354897,704,704
2579219364,2478696679,775,775
2579219364,895302724,794,794
2579219364,5664809637,773,773
2579219364,4192093000,613,613
2579219364,1454374331,627,627
2579219364,4852403788,559,559
2579219364,9995798817,465,465
2579219364,442585871,454,454
2579219364,244497161,429,429
2579219364,3380176573,372,372
2579219364,6778160929,197,197
2579219364,355686988,705,705
2579219364,311283313,360,360
2579219364,10238950146,418,418
2579219364,2457088247,1371,1371
2579219364,3563688393,1448,1448
2579219364,948326965,1019,1019
2579219364,8334692909,1524,1524
2579219364,2669480090,1197,1197
2579219364,12390124794,1772,1772
2579219364,12952062259,1507,1507
2579219364,2750669760,1457,1457
2579219364,2454512962,792,792
2579219364,12843952346,932,932
2579219364,5578380846,1232,1232
2579219364,10013110915,1109,1109
2579219364,4030881336,888,888
2579219364,1590153702,672,672
2579219364,136322935,1525,1525
2579219364,5981514091,529,529
2579219364,442551000,335,335
2579219364,12479126905,428,428
2579219364,133618467,715,715
2579219364,1488907662,763,763
2579219364,1991433140,464,464
2579219364,5582570021,380,380
2579219364,4239841589,773,773
2579219364,4019827636,726,728
2579219364,1167293625,683,683
2579219364,5881659505,515,515
2579219364,295413460,387,387
2579219364,1107533195,1199,1199
2579219364,138314025,1166,1166
2579219364,10583638334,1011,1011
2579219364,476441840,751,751
2579219364,1467334210,839,839
2579219364,30528334,938,938
2579219364,2247657921,967,967
2579219364,415627424,1434,1435
2579219364,2510053075,1333,1333
2579219364,2450295917,1453,1453
2579219364,12864827040,1596,1596
2579219364,9645157393,1375,1375
2579219364,354615386,1438,1438
2579219364,1363142268,1764,1764
2579219364,8209501770,1704,1704
3380176573,1308621529,367,367
3380176573,4551892507,715,715
3380176573,359238262,431,431
3380176573,5904861029,830,830
3380176573,2048616571,732,732
3380176573,98105901,1271,1271
3380176573,410455891,706,706
3380176573,561323738,873,873
3380176573,4063613611,786,786
3380176573,2137688161,453,453
3380176573,618284053,517,517
3380176573,1363354897,441,441
3380176573,2478696679,568,568
3380176573,895302724,531,531
3380176573,5664809637,569,569
3380176573,4192093000,593,593
3380176573,1454374331,364,364
3380176573,4852403788,296,296
3380176573,9995798817,357,357
3380176573,442585871,344,344
3380176573,244497161,321,321
3380176573,2579219364,325,325
3380176573,6778160929,192,192
3380176573,355686988,705,705
3380176573,311283313,513,513
3380176573,10238950146,353,353
3380176573,2457088247,1108,1108
3380176573,3563688393,1185,1185
3380176573,948326965,959,959
3380176573,8334692909,1490,1490
3380176573,2669480090,1186,1186
3380176573,12390124794,1682,1682
3380176573,12952062259,1346,1346
3380176573,2750669760,1344,1344
3380176573,2454512962,818,818
3380176573,12843952346,958,958
3380176573,5578380846,1258,1258
3380176573,10013110915,1135,1135
3380176573,4030881336,911,911
3380176573,1590153702,695,695
3380176573,136322935,1548,1548
3380176573,5981514091,555,555
3380176573,442551000,361,361
3380176573,12479126905,454,454
3380176573,133618467,724,724
3380176573,1488907662,772,772
3380176573,1991433140,487,487
3380176573,5582570021,533,533
3380176573,4239841589,926,926
3380176573,4019827636,879,879
3380176573,1167293625,836,836
3380176573,5881659505,668,668
3380176573,295413460,540,540
3380176573,1107533195,1312,1312
3380176573,138314025,1279,1279
3380176573,10583638334,1186,1186
3380176573,476441840,777,777
3380176573,1467334210,818,818
3380176573,30528334,961,961
3380176573,2247657921,989,989
3380176573,415627424,1457,1457
3380176573,2510053075,1355,1355
3380176573,2450295917,1396,1396
3380176573,12864827040,1581,1581
3380176573,9645157393,1318,1318
3380176573,354615386,1422,1422
3380176573,1363142268,1663,1663
3380176573,8209501770,1543,1543
6778160929,1308621529,334,334
6778160929,4551892507,682,682
6778160929,359238262,398,398
6778160929,5904861029,797,797
6778160929,2048616571,699,699
6778160929,98105901,1263,1263
6778160929,410455891,812,812
6778160929,561323738,979,979
6778160929,4063613611,908,908
6778160929,2137688161,559,559
6778160929,618284053,623,623
6778160929,1363354897,547,547
6778160929,2478696679,674,674
6778160929,895302724,637,637
6778160929,5664809637,675,675
6778160929,4192093000,663,663
6778160929,1454374331,470,470
6778160929,4852403788,402,402
6778160929,9995798817,416,416
6778160929,442585871,405,405
6778160929,244497161,380,380
6778160929,2579219364,220,220
6778160929,3380176573,323,323
6778160929,355686988,672,672
6778160929,311283313,491,491
6778160929,10238950146,399,399
6778160929,2457088247,1214,1214
6778160929,3563688393,1291,1291
6778160929,948326965,1065,1065
6778160929,8334692909,1457,1457
6778160929,2669480090,1130,1130
6778160929,12390124794,1788,1788
6778160929,12952062259,1440,1440
6778160929,2750669760,1438,1438
6778160929,2454512962,912,912
6778160929,12843952346,1052,1052
6778160929,5578380846,1352,1352
6778160929,10013110915,1229,1229
6778160929,4030881336,1005,1005
6778160929,1590153702,789,789
6778160929,136322935,1642,1642
6778160929,5981514091,649,649
6778160929,442551000,455,455
6778160929,12479126905,548,548
6778160929,133618467,849,849
6778160929,1488907662,897,897
6778160929,1991433140,580,580
6778160929,5582570021,511,511
6778160929,4239841589,904,904
6778160929,4019827636,857,857
6778160929,1167293625,814,814
6778160929,5881659505,665,665
6778160929,295413460,518,518
6778160929,1107533195,1290,1290
6778160929,138314025,1257,1257
6778160929,10583638334,1107,1107
6778160929,476441840,744,744
6778160929,1467334210,785,785
6778160929,30528334,928,928
6778160929,2247657921,956,956
6778160929,415627424,1424,1424
6778160929,2510053075,1322,1322
6778160929,2450295917,1363,1363
6778160929,12864827040,1548,1548
6778160929,9645157393,1285,1285
6778160929,354615386,1558,1528
6778160929,1363142268,1757,1757
6778160929,8209501770,1637,1637
355686988,1308621529,451,451
355686988,4551892507,598,598
355686988,359238262,430,430
355686988,5904861029,701,701
355686988,2048616571,603,603
355686988,98105901,1167,1167
355686988,410455891,959,959
355686988,561323738,1004,1004
355686988,4063613611,1016,1016
355686988,2137688161,1080,1080
355686988,618284053,1144,1144
355686988,1363354897,976,976
355686988,2478696679,1103,1103
355686988,895302724,1066,1066
355686988,5664809637,1104,1104
355686988,4192093000,1190,1190
355686988,1454374331,899,899
355686988,4852403788,831,831
355686988,9995798817,892,892
355686988,442585871,879,879
355686988,244497161,856,856
355686988,2579219364,653,653
355686988,3380176573,785,785
355686988,6778160929,710,710
355686988,311283313,464,464
355686988,10238950146,456,456
355686988,2457088247,1435,1435
355686988,3563688393,1538,1538
355686988,948326965,1368,1368
355686988,8334692909,1361,1361
355686988,2669480090,1034,1034
355686988,12390124794,1609,1609
355686988,12952062259,1783,1783
355686988,2750669760,1674,1674
355686988,2454512962,1378,1378
355686988,12843952346,1395,1395
355686988,5578380846,1880,1880
355686988,10013110915,1572,1572
355686988,4030881336,1345,1345
355686988,1590153702,1134,1134
355686988,136322935,2066,2066
355686988,5981514091,992,992
355686988,442551000,793,793
355686988,12479126905,890,890
355686988,133618467,1092,1092
355686988,1488907662,1140,1140
355686988,1991433140,926,926
355686988,5582570021,671,671
355686988,4239841589,1058,1058
355686988,4019827636,1011,1011
355686988,1167293625,699,699
355686988,5881659505,626,626
355686988,295413460,539,539
355686988,1107533195,928,928
355686988,138314025,900,895
355686988,10583638334,728,728
355686988,476441840,327,327
355686988,1467334210,368,368
355686988,30528334,613,613
355686988,2247657921,641,641
355686988,415627424,1109,1109
355686988,2510053075,1007,1007
355686988,2450295917,1077,1077
355686988,12864827040,1271,1271
355686988,9645157393,895,895
355686988,354615386,1541,1541
355686988,1363142268,1809,1809
355686988,8209501770,1894,1894
311283313,1308621529,503,503
311283313,4551892507,766,766
311283313,359238262,532,532
311283313,5904861029,863,863
311283313,2048616571,772,772
311283313,98105901,1336,1336
311283313,410455891,1128,1128
311283313,561323738,1173,1173
311283313,4063613611,1185,1185
311283313,2137688161,941,941
311283313,618284053,1005,1005
311283313,1363354897,929,929
311283313,2478696679,1059,1059
311283313,895302724,1019,1019
311283313,5664809637,925,925
311283313,4192093000,783,783
311283313,1454374331,852,852
311283313,4852403788,784,784
311283313,9995798817,832,832
311283313,442585871,821,821
311283313,244497161,796,796
311283313,2579219364,411,411
311283313,3380176573,739,739
311283313,6778160929,482,482
311283313,355686988,420,420
311283313,10238950146,340,340
311283313,2457088247,1604,1604
311283313,3563688393,1707,1707
311283313,948326965,1171,1171
311283313,8334692909,1530,1530
311283313,2669480090,1203,1203
311283313,12390124794,1778,1778
311283313,12952062259,1473,1473
311283313,2750669760,1471,1471
311283313,2454512962,945,945
311283313,12843952346,1085,1085
311283313,5578380846,1385,1385
311283313,10013110915,1262,1262
311283313,4030881336,1040,1040
311283313,1590153702,824,824
311283313,136322935,1677,1677
311283313,5981514091,682,682
311283313,442551000,488,488
311283313,12479126905,580,580
311283313,133618467,783,783
311283313,1488907662,830,830
311283313,1991433140,616,616
311283313,5582570021,361,361
311283313,4239841589,736,736
311283313,4019827636,689,689
311283313,1167293625,384,384
311283313,5881659505,299,299
311283313,295413460,229,229
311283313,1107533195,860,860
311283313,138314025,827,827
311283313,10583638334,728,728
311283313,476441840,513,513
311283313,1467334210,554,554
311283313,30528334,656,656
311283313,2247657921,684,684
311283313,415627424,1151,1152
311283313,2510053075,1049,1049
311283313,2450295917,1119,1119
311283313,12864827040,1313,1313
311283313,9645157393,943,943
311283313,354615386,1710,1710
311283313,1363142268,1789,1789
311283313,8209501770,1670,1670
10238950146,1308621529,284,284
10238950146,4551892507,644,644
10238950146,359238262,347,347
10238950146,5904861029,747,747
10238950146,2048616571,649,649
10238950146,98105901,1213,1213
10238950146,410455891,854,854
10238950146,561323738,1050,1050
10238950146,4063613611,950,950
10238950146,2137688161,601,601
10238950146,618284053,665,665
10238950146,1363354897,589,589
10238950146,2478696679,716,716
10238950146,895302724,679,679
10238950146,5664809637,717,717
10238950146,4192093000,803,803
10238950146,1454374331,512,512
10238950146,4852403788,444,444
10238950146,9995798817,505,505
10238950146,442585871,492,492
10238950146,244497161,469,469
10238950146,2579219364,272,272
10238950146,3380176573,398,398
10238950146,6778160929,323,323
10238950146,355686988,507,507
10238950146,311283313,331,331
10238950146,2457088247,1230,1230
10238950146,3563688393,1333,1333
10238950146,948326965,1107,1107
10238950146,8334692909,1407,1407
10238950146,2669480090,1080,1080
10238950146,12390124794,1655,1655
10238950146,12952062259,1511,1511
10238950146,2750669760,1590,1590
10238950146,2454512962,991,991
10238950146,12843952346,1162,1162
10238950146,5578380846,1427,1427
10238950146,10013110915,1339,1339
10238950146,4030881336,1117,1117
10238950146,1590153702,901,901
10238950146,136322935,1754,1754
10238950146,5981514091,758,758
10238950146,442551000,564,564
10238950146,12479126905,657,657
10238950146,133618467,859,859
10238950146,1488907662,907,887
10238950146,1991433140,729,729
10238950146,5582570021,417,417
10238950146,4239841589,809,809
10238950146,4019827636,762,762
10238950146,1167293625,654,654
10238950146,5881659505,569,569
10238950146,295413460,424,424
10238950146,1107533195,1099,1099
10238950146,138314025,1066,1066
10238950146,10583638334,866,866
10238950146,476441840,575,575
10238950146,1467334210,641,641
10238950146,30528334,745,745
10238950146,2247657921,773,773
10238950146,415627424,1241,1241
10238950146,2510053075,1139,1139
10238950146,2450295917,1313,1313
10238950146,12864827040,1403,1403
10238950146,9645157393,1235,1235
10238950146,354615386,1570,1570
10238950146,1363142268,1840,1840
10238950146,8209501770,1708,1708
2457088247,1308621529,1339,1339
2457088247,4551892507,1515,1515
2457088247,359238262,1403,1403
2457088247,5904861029,1328,1328
2457088247,2048616571,1200,1200
2457088247,98105901,1025,1025
2457088247,410455891,954,954
2457088247,561323738,752,752
2457088247,4063613611,665,665
2457088247,2137688161,899,899
2457088247,618284053,801,801
2457088247,1363354897,887,887
2457088247,2478696679,958,958
2457088247,895302724,1057,1057
2457088247,5664809637,920,920
2457088247,4192093000,1196,1152
2457088247,1454374331,1198,1198
2457088247,4852403788,1027,1027
2457088247,9995798817,1284,1284
2457088247,442585871,1359,1359
2457088247,244497161,1336,1336
2457088247,2579219364,1405,1405
2457088247,3380176573,1464,1413
2457088247,6778160929,1262,1262
2457088247,355686988,1670,1670
2457088247,311283313,1512,1512
2457088247,10238950146,1404,1404
2457088247,3563688393,341,341
2457088247,948326965,489,489
2457088247,8334692909,1267,1267
2457088247,2669480090,701,701
2457088247,12390124794,1105,1105
2457088247,12952062259,1479,1479
2457088247,2750669760,1117,1117
2457088247,2454512962,893,893
2457088247,12843952346,1336,1336
2457088247,5578380846,1392,1392
2457088247,10013110915,1456,1456
2457088247,4030881336,1636,1636
2457088247,1590153702,1583,1583
2457088247,136322935,1947,1947
2457088247,5981514091,1256,1256
2457088247,442551000,1308,1308
2457088247,12479126905,1252,1252
2457088247,133618467,1670,1670
2457088247,1488907662,1718,1718
2457088247,1991433140,1433,1433
2457088247,5582570021,1532,1532
2457088247,4239841589,1925,1925
2457088247,4019827636,1878,1878
2457088247,1167293625,1835,1835
2457088247,5881659505,1667,1667
2457088247,295413460,1539,1539
2457088247,1107533195,2442,2442
2457088247,138314025,2096,2096
2457088247,10583638334,1709,1709
2457088247,476441840,1742,1742
2457088247,1467334210,1594,1594
2457088247,30528334,1490,1490
2457088247,2247657921,1323,1323
2457088247,415627424,1790,1790
2457088247,2510053075,1683,1683
2457088247,2450295917,1372,1372
2457088247,12864827040,1567,1617
2457088247,9645157393,1114,1114
2457088247,354615386,934,934
2457088247,1363142268,1202,1202
2457088247,8209501770,1287,1287
3563688393,1308621529,1356,1356
3563688393,4551892507,1615,1615
3563688393,359238262,1420,1420
3563688393,5904861029,1424,1424
3563688393,2048616571,1296,1296
3563688393,98105901,1089,1089
3563688393,410455891,901,901
3563688393,561323738,749,749
3563688393,4063613611,612,612
3563688393,2137688161,1038,1038
3563688393,618284053,919,919
3563688393,1363354897,1026,1026
3563688393,2478696679,1116,1116
3563688393,895302724,1215,1215
3563688393,5664809637,1078,1078
3563688393,4192093000,1313,1313
3563688393,1454374331,1256,1256
3563688393,4852403788,1085,1085
3563688393,9995798817,1342,1342
3563688393,442585871,1417,1417
3563688393,244497161,1394,1394
3563688393,2579219364,1540,1540
3563688393,3380176573,1411,1411
3563688393,6778160929,1320,1320
3563688393,355686988,1617,1617
3563688393,311283313,1684,1684
3563688393,10238950146,1421,1421
3563688393,2457088247,376,376
3563688393,948326965,641,622
3563688393,8334692909,1214,1214
3563688393,2669480090,648,648
3563688393,12390124794,1052,1052
3563688393,12952062259,1684,1684
3563688393,2750669760,1280,1280
3563688393,2454512962,1010,1010
3563688393,12843952346,1497,1497
3563688393,5578380846,1600,1600
3563688393,10013110915,1665,1665
