from,to,walking,public_transport
3563688393,4030881336,1797,1797
3563688393,1590153702,1744,1744
3563688393,136322935,2108,2108
3563688393,5981514091,1417,1417
3563688393,442551000,1469,1469
3563688393,12479126905,1413,1413
3563688393,133618467,1831,1831
3563688393,1488907662,1879,1879
3563688393,1991433140,1594,1594
3563688393,5582570021,1693,1693
3563688393,4239841589,2086,2086
3563688393,4019827636,2039,2039
3563688393,1167293625,2007,2007
3563688393,5881659505,1847,1847
3563688393,295413460,1715,1715
3563688393,1107533195,2389,2389
3563688393,138314025,2356,2356
3563688393,10583638334,1773,1773
3563688393,476441840,1689,1689
3563688393,1467334210,1730,1730
3563688393,30528334,1554,1554
3563688393,2247657921,1387,1387
3563688393,415627424,1854,1854
3563688393,2510053075,1752,1752
3563688393,2450295917,1360,1360
3563688393,12864827040,1631,1631
3563688393,9645157393,1178,1178
3563688393,354615386,1111,1111
3563688393,1363142268,1379,1379
3563688393,8209501770,1464,1464
948326965,1308621529,1266,1266
948326965,4551892507,1630,1630
948326965,359238262,1330,1330
948326965,5904861029,1439,1439
948326965,2048616571,1311,1311
948326965,98105901,1185,1185
948326965,410455891,882,882
948326965,561323738,945,945
948326965,4063613611,743,743
948326965,2137688161,782,782
948326965,618284053,728,728
948326965,1363354897,770,770
948326965,2478696679,717,717
948326965,895302724,816,816
948326965,5664809637,679,679
948326965,4192093000,911,911
948326965,1454374331,1103,1103
948326965,4852403788,954,954
948326965,9995798817,1295,1295
948326965,442585871,1283,1283
948326965,244497161,1258,1258
948326965,2579219364,1164,1164
948326965,3380176573,1285,1285
948326965,6778160929,1189,1189
948326965,355686988,1632,1632
948326965,311283313,1271,1271
948326965,10238950146,1331,1331
948326965,2457088247,277,277
948326965,3563688393,674,674
948326965,8334692909,1415,1415
948326965,2669480090,1045,1045
948326965,12390124794,1428,1428
948326965,12952062259,1217,1217
948326965,2750669760,858,858
948326965,2454512962,608,608
948326965,12843952346,1206,1206
948326965,5578380846,1133,1133
948326965,10013110915,1197,1197
948326965,4030881336,1395,1395
948326965,1590153702,1409,1409
948326965,136322935,1858,1858
948326965,5981514091,1015,1015
948326965,442551000,1067,1067
948326965,12479126905,1011,1011
948326965,133618467,1429,1429
948326965,1488907662,1477,1477
948326965,1991433140,1192,1192
948326965,5582570021,1291,1291
948326965,4239841589,1684,1684
948326965,4019827636,1637,1637
948326965,1167293625,1594,1594
948326965,5881659505,1445,1445
948326965,295413460,1313,1313
948326965,1107533195,2043,2043
948326965,138314025,2010,2010
948326965,10583638334,2104,2104
948326965,476441840,1704,1704
948326965,1467334210,1745,1745
948326965,30528334,1650,1650
948326965,2247657921,1483,1483
948326965,415627424,1950,1950
948326965,2510053075,1835,1835
948326965,2450295917,1456,1456
948326965,12864827040,1727,1727
948326965,9645157393,1274,1274
948326965,354615386,838,838
948326965,1363142268,1282,1282
948326965,8209501770,1367,1367
8334692909,1308621529,1390,1390
8334692909,4551892507,1387,1387
8334692909,359238262,1351,1351
8334692909,5904861029,1198,1198
8334692909,2048616571,1072,1072
8334692909,98105901,713,713
8334692909,410455891,1060,1060
8334692909,561323738,944,944
8334692909,4063613611,863,863
8334692909,2137688161,1378,1378
8334692909,618284053,1291,1291
8334692909,1363354897,1366,1366
8334692909,2478696679,1454,1454
8334692909,895302724,1553,1553
8334692909,5664809637,1416,1416
8334692909,4192093000,1651,1651
8334692909,1454374331,1597,1597
8334692909,4852403788,1426,1426
8334692909,9995798817,1683,1683
8334692909,442585871,1758,1758
8334692909,244497161,1735,1735
8334692909,2579219364,1663,1663
8334692909,3380176573,1752,1752
8334692909,6778160929,1661,1661
8334692909,355686988,1389,1389
8334692909,311283313,1665,1665
8334692909,10238950146,1466,1466
8334692909,2457088247,1309,1309
8334692909,3563688393,1158,1158
8334692909,948326965,1298,1298
8334692909,2669480090,625,625
8334692909,12390124794,367,367
8334692909,12952062259,1562,1562
8334692909,2750669760,1394,1394
8334692909,2454512962,1348,1348
8334692909,12843952346,1835,1835
8334692909,5578380846,1966,1966
8334692909,10013110915,2030,2030
8334692909,4030881336,2135,2135
8334692909,1590153702,2082,2208
8334692909,136322935,2446,2446
8334692909,5981514091,1755,1755
8334692909,442551000,1886,1807
8334692909,12479126905,1751,1751
8334692909,133618467,2249,2249
8334692909,1488907662,2217,2217
8334692909,1991433140,1932,1932
8334692909,5582570021,1869,1869
8334692909,4239841589,2261,2261
8334692909,4019827636,2214,2214
8334692909,1167293625,1988,1988
8334692909,5881659505,1903,1903
8334692909,295413460,1808,1808
8334692909,1107533195,2217,2217
8334692909,138314025,2194,2194
8334692909,10583638334,1853,1853
8334692909,476441840,1461,1461
8334692909,1467334210,1466,1466
8334692909,30528334,1527,1527
8334692909,2247657921,1341,1341
8334692909,415627424,1816,1816
8334692909,2510053075,1567,1567
8334692909,2450295917,1314,1314
8334692909,12864827040,1585,1585
8334692909,9645157393,1132,1132
8334692909,354615386,1333,1333
8334692909,1363142268,1445,1445
8334692909,8209501770,1668,1668
2669480090,1308621529,1181,1181
2669480090,4551892507,1178,1178
2669480090,359238262,1142,1142
2669480090,5904861029,991,991
2669480090,2048616571,863,863
2669480090,98105901,725,725
2669480090,410455891,732,732
2669480090,561323738,554,554
2669480090,4063613611,509,509
2669480090,2137688161,1024,1024
2669480090,618284053,937,937
2669480090,1363354897,1012,1012
2669480090,2478696679,1100,1100
2669480090,895302724,1199,1199
2669480090,5664809637,1062,1062
2669480090,4192093000,1297,1297
2669480090,1454374331,1213,1213
2669480090,4852403788,1042,1042
2669480090,9995798817,1299,1299
2669480090,442585871,1404,1404
2669480090,244497161,1351,1351
2669480090,2579219364,1478,1478
2669480090,3380176573,1398,1398
2669480090,6778160929,1277,1277
2669480090,355686988,1180,1180
2669480090,311283313,1456,1456
2669480090,10238950146,1257,1257
2669480090,2457088247,709,709
2669480090,3563688393,659,659
2669480090,948326965,860,860
2669480090,8334692909,624,624
2669480090,12390124794,756,756
2669480090,12952062259,1216,1216
2669480090,2750669760,1177,1177
2669480090,2454512962,994,994
2669480090,12843952346,1481,1481
2669480090,5578380846,1584,1584
2669480090,10013110915,1649,1649
2669480090,4030881336,1781,1781
2669480090,1590153702,1728,1728
2669480090,136322935,2092,2092
2669480090,5981514091,1401,1401
2669480090,442551000,1502,1502
2669480090,12479126905,1397,1397
2669480090,133618467,1865,1865
2669480090,1488907662,1913,1913
2669480090,1991433140,1628,1628
2669480090,5582570021,1660,1660
2669480090,4239841589,2052,2052
2669480090,4019827636,2005,2005
2669480090,1167293625,1779,1779
2669480090,5881659505,1694,1694
2669480090,295413460,1599,1599
2669480090,1107533195,1792,1792
2669480090,138314025,1639,1639
2669480090,10583638334,1372,1372
2669480090,476441840,1252,1252
2669480090,1467334210,1257,1257
2669480090,30528334,1153,1153
2669480090,2247657921,986,986
2669480090,415627424,1453,1453
2669480090,2510053075,1346,1346
2669480090,2450295917,959,959
2669480090,12864827040,1230,1230
2669480090,9645157393,777,777
2669480090,354615386,1034,1034
2669480090,1363142268,1302,1302
2669480090,8209501770,1387,1387
12390124794,1308621529,1670,1670
12390124794,4551892507,1667,1667
12390124794,359238262,1631,1631
12390124794,5904861029,1478,1478
12390124794,2048616571,1352,1352
12390124794,98105901,993,993
12390124794,410455891,1268,1268
12390124794,561323738,1090,1090
12390124794,4063613611,1094,1094
12390124794,2137688161,1609,1609
12390124794,618284053,1522,1522
12390124794,1363354897,1597,1597
12390124794,2478696679,1685,1685
12390124794,895302724,1784,1784
12390124794,5664809637,1647,1647
12390124794,4192093000,1882,1882
12390124794,1454374331,1748,1748
12390124794,4852403788,1577,1577
12390124794,9995798817,1834,1834
12390124794,442585871,1909,1909
12390124794,244497161,1886,1886
12390124794,2579219364,2013,2013
12390124794,3380176573,1904,1904
12390124794,6778160929,1812,1812
12390124794,355686988,1669,1669
12390124794,311283313,1945,1945
12390124794,10238950146,1746,1746
12390124794,2457088247,1179,1179
12390124794,3563688393,1037,1037
12390124794,948326965,1330,1330
12390124794,8334692909,391,391
12390124794,2669480090,797,797
12390124794,12952062259,1532,1532
12390124794,2750669760,1364,1364
12390124794,2454512962,1579,1579
12390124794,12843952346,2009,2009
12390124794,5578380846,1936,1936
12390124794,10013110915,2000,2000
12390124794,4030881336,2262,2262
12390124794,1590153702,2178,2178
12390124794,136322935,2573,2573
12390124794,5981514091,1986,1986
12390124794,442551000,2037,2037
12390124794,12479126905,1982,1982
12390124794,133618467,2400,2400
12390124794,1488907662,2448,2448
12390124794,1991433140,2163,2163
12390124794,5582570021,2149,2149
12390124794,4239841589,2541,2541
12390124794,4019827636,2494,2494
12390124794,1167293625,2268,2268
12390124794,5881659505,2183,2183
12390124794,295413460,2088,2088
12390124794,1107533195,2489,2489
12390124794,138314025,2456,2456
12390124794,10583638334,2199,2199
12390124794,476441840,1741,1741
12390124794,1467334210,1746,1746
12390124794,30528334,1807,1807
12390124794,2247657921,1487,1487
12390124794,415627424,1954,1954
12390124794,2510053075,1847,1847
12390124794,2450295917,1594,1594
12390124794,12864827040,1865,1865
12390124794,9645157393,1278,1278
12390124794,354615386,1303,1303
12390124794,1363142268,1415,1415
12390124794,8209501770,1638,1638
12952062259,1308621529,1831,1831
12952062259,4551892507,1770,1770
12952062259,359238262,1734,1734
12952062259,5904861029,1581,1581
12952062259,2048616571,1455,1455
12952062259,98105901,1280,1280
12952062259,410455891,1272,1272
12952062259,561323738,1156,1156
12952062259,4063613611,1001,1001
12952062259,2137688161,1352,1352
12952062259,618284053,1284,1284
12952062259,1363354897,1340,1340
12952062259,2478696679,1096,1096
12952062259,895302724,1229,1229
12952062259,5664809637,1093,1093
12952062259,4192093000,1245,1245
12952062259,1454374331,1437,1437
12952062259,4852403788,1510,1510
12952062259,9995798817,1629,1629
12952062259,442585871,1617,1617
12952062259,244497161,1592,1592
12952062259,2579219364,1498,1498
12952062259,3380176573,1603,1608
12952062259,6778160929,1600,1600
12952062259,355686988,1772,1772
12952062259,311283313,1605,1605
12952062259,10238950146,1887,1887
12952062259,2457088247,1416,1416
12952062259,3563688393,1128,1128
12952062259,948326965,1088,1088
12952062259,8334692909,1510,1510
12952062259,2669480090,1182,1182
12952062259,12390124794,1581,1581
12952062259,2750669760,468,468
12952062259,2454512962,841,841
12952062259,12843952346,580,580
12952062259,5578380846,461,461
12952062259,10013110915,571,571
12952062259,4030881336,965,970
12952062259,1590153702,1042,1042
12952062259,136322935,1281,1281
12952062259,5981514091,1011,1011
12952062259,442551000,1334,1334
12952062259,12479126905,1111,1111
12952062259,133618467,1262,1262
12952062259,1488907662,1219,1219
12952062259,1991433140,1168,1168
12952062259,5582570021,1625,1625
12952062259,4239841589,1506,1506
12952062259,4019827636,1487,1487
12952062259,1167293625,1701,1701
12952062259,5881659505,1779,1779
12952062259,295413460,1632,1631
12952062259,1107533195,2145,2145
12952062259,138314025,2072,2072
12952062259,10583638334,1964,1964
12952062259,476441840,1844,1844
12952062259,1467334210,1849,1849
12952062259,30528334,1745,1745
12952062259,2247657921,1578,1578
12952062259,415627424,2045,2045
12952062259,2510053075,1938,1938
12952062259,2450295917,1551,1551
12952062259,12864827040,1822,1822
12952062259,9645157393,1369,1369
12952062259,354615386,734,734
12952062259,1363142268,636,636
12952062259,8209501770,483,483
2750669760,1308621529,1512,1512
2750669760,4551892507,1511,1511
2750669760,359238262,1576,1576
2750669760,5904861029,1322,1322
2750669760,2048616571,1196,1196
2750669760,98105901,1021,1021
2750669760,410455891,1013,1013
2750669760,561323738,897,897
2750669760,4063613611,742,742
2750669760,2137688161,1095,1095
2750669760,618284053,1027,1027
2750669760,1363354897,1083,1083
2750669760,2478696679,777,777
2750669760,895302724,910,910
2750669760,5664809637,774,774
2750669760,4192093000,926,926
2750669760,1454374331,1118,1118
2750669760,4852403788,1201,1201
2750669760,9995798817,1315,1315
2750669760,442585871,1303,1303
2750669760,244497161,1161,1161
2750669760,2579219364,1190,1190
2750669760,3380176573,1311,1311
2750669760,6778160929,1308,1308
2750669760,355686988,1513,1513
2750669760,311283313,1297,1297
2750669760,10238950146,1570,1570
2750669760,2457088247,930,930
2750669760,3563688393,869,869
2750669760,948326965,831,831
2750669760,8334692909,1251,1251
2750669760,2669480090,923,923
2750669760,12390124794,1322,1322
2750669760,12952062259,433,433
2750669760,2454512962,573,573
2750669760,12843952346,600,600
2750669760,5578380846,587,587
2750669760,10013110915,653,653
2750669760,4030881336,899,899
2750669760,1590153702,815,815
2750669760,136322935,1210,1210
2750669760,5981514091,720,720
2750669760,442551000,1053,1053
2750669760,12479126905,814,814
2750669760,133618467,1185,1185
2750669760,1488907662,1153,1153
2750669760,1991433140,887,887
2750669760,5582570021,1317,1317
2750669760,4239841589,1344,1344
2750669760,4019827636,1297,1297
2750669760,1167293625,1415,1415
2750669760,5881659505,1387,1387
2750669760,295413460,1259,1259
2750669760,1107533195,2059,2059
2750669760,138314025,1986,1986
2750669760,10583638334,1705,1705
2750669760,476441840,1585,1585
2750669760,1467334210,1590,1590
2750669760,30528334,1486,1486
2750669760,2247657921,1319,1319
2750669760,415627424,1786,1786
2750669760,2510053075,1679,1679
2750669760,2450295917,1292,1292
2750669760,12864827040,1563,1563
2750669760,9645157393,1110,1110
2750669760,354615386,337,337
2750669760,1363142268,645,645
2750669760,8209501770,777,777
2454512962,1308621529,1123,1123
2454512962,4551892507,1471,1479
2454512962,359238262,1187,1187
2454512962,5904861029,1311,1311
2454512962,2048616571,1183,1183
2454512962,98105901,1035,1035
2454512962,410455891,756,756
2454512962,561323738,819,819
2454512962,4063613611,617,617
2454512962,2137688161,668,668
2454512962,618284053,600,600
2454512962,1363354897,656,656
2454512962,2478696679,396,396
2454512962,895302724,529,529
2454512962,5664809637,393,393
2454512962,4192093000,546,546
2454512962,1454374331,738,738
2454512962,4852403788,807,807
2454512962,9995798817,935,935
2454512962,442585871,845,845
2454512962,244497161,898,898
2454512962,2579219364,784,784
2454512962,3380176573,925,925
2454512962,6778160929,902,902
2454512962,355686988,1330,1330
2454512962,311283313,891,891
2454512962,10238950146,1164,1164
2454512962,2457088247,732,732
2454512962,3563688393,953,953
2454512962,948326965,404,404
2454512962,8334692909,1265,1265
2454512962,2669480090,937,937
2454512962,12390124794,1513,1513
2454512962,12952062259,819,819
2454512962,2750669760,769,769
2454512962,12843952346,570,570
2454512962,5578380846,735,735
2454512962,10013110915,747,747
2454512962,4030881336,870,870
2454512962,1590153702,817,817
2454512962,136322935,1181,1181
2454512962,5981514091,534,534
2454512962,442551000,687,687
2454512962,12479126905,631,631
2454512962,133618467,1179,1179
2454512962,1488907662,1147,1147
2454512962,1991433140,736,759
2454512962,5582570021,911,911
2454512962,4239841589,1304,1304
2454512962,4019827636,1257,1257
2454512962,1167293625,1214,1234
2454512962,5881659505,1046,1046
2454512962,295413460,918,918
2454512962,1107533195,1683,1683
2454512962,138314025,1650,1650
2454512962,10583638334,1458,1458
2454512962,476441840,1423,1423
2454512962,1467334210,1464,1464
2454512962,30528334,1377,1377
2454512962,2247657921,1333,1333
2454512962,415627424,1800,1800
2454512962,2510053075,1693,1693
2454512962,2450295917,1306,1306
2454512962,12864827040,1577,1577
2454512962,9645157393,1124,1124
2454512962,354615386,823,823
2454512962,1363142268,1076,1076
2454512962,8209501770,1016,1016
12843952346,1308621529,1335,1335
12843952346,4551892507,1683,1683
12843952346,359238262,1399,1399
12843952346,5904861029,1607,1607
12843952346,2048616571,1479,1479
12843952346,98105901,1504,1504
12843952346,410455891,1225,1225
12843952346,561323738,1288,1288
12843952346,4063613611,1086,1086
12843952346,2137688161,947,947
12843952346,618284053,1011,1011
12843952346,1363354897,935,935
12843952346,2478696679,612,612
12843952346,895302724,745,745
12843952346,5664809637,609,609
12843952346,4192093000,761,761
12843952346,1454374331,953,953
12843952346,4852403788,1036,1036
12843952346,9995798817,1029,1029
12843952346,442585871,1017,1017
12843952346,244497161,992,992
12843952346,2579219364,956,956
12843952346,3380176573,1077,1077
12843952346,6778160929,1074,1074
12843952346,355686988,1482,1482
12843952346,311283313,1063,1063
12843952346,10238950146,1336,1336
12843952346,2457088247,1201,1201
12843952346,3563688393,1317,1317
12843952346,948326965,873,873
12843952346,8334692909,1699,1699
12843952346,2669480090,1371,1371
12843952346,12390124794,1749,1749
12843952346,12952062259,573,573
12843952346,2750669760,716,716
12843952346,2454512962,483,483
12843952346,5578380846,328,328
12843952346,10013110915,204,204
12843952346,4030881336,466,466
12843952346,1590153702,517,517
12843952346,136322935,751,751
12843952346,5981514091,485,485
12843952346,442551000,808,808
12843952346,12479126905,580,580
12843952346,133618467,726,726
12843952346,1488907662,694,694
12843952346,1991433140,642,642
12843952346,5582570021,1083,1083
12843952346,4239841589,976,976
12843952346,4019827636,957,957
12843952346,1167293625,1170,1170
12843952346,5881659505,1237,1237
12843952346,295413460,1072,1072
12843952346,1107533195,1659,1659
12843952346,138314025,1586,1586
12843952346,10583638334,1630,1611
12843952346,476441840,1575,1575
12843952346,1467334210,1616,1616
12843952346,30528334,1530,1530
12843952346,2247657921,1558,1558
12843952346,415627424,2045,2045
12843952346,2510053075,1943,1943
12843952346,2450295917,1740,1740
12843952346,12864827040,2151,2151
12843952346,9645157393,1698,1698
12843952346,354615386,924,924
12843952346,1363142268,911,911
12843952346,8209501770,770,770
5578380846,1308621529,1591,1591
5578380846,4551892507,1941,1941
5578380846,359238262,1654,1672
5578380846,5904861029,1884,1884
5578380846,2048616571,1756,1756
5578380846,98105901,1474,1474
5578380846,410455891,1331,1331
5578380846,561323738,1394,1394
5578380846,4063613611,1192,1192
5578380846,2137688161,1243,1243
5578380846,618284053,1175,1175
5578380846,1363354897,1231,1231
5578380846,2478696679,889,889
5578380846,895302724,1022,1022
5578380846,5664809637,886,886
5578380846,4192093000,1038,1038
5578380846,1454374331,1230,1230
5578380846,4852403788,1411,1313
5578380846,9995798817,1306,1306
5578380846,442585871,1344,1344
5578380846,244497161,1269,1269
5578380846,2579219364,1233,1233
5578380846,3380176573,1354,1354
5578380846,6778160929,1351,1351
5578380846,355686988,1759,1759
5578380846,311283313,1340,1340
5578380846,10238950146,1613,1613
5578380846,2457088247,1307,1307
5578380846,3563688393,1322,1322
5578380846,948326965,979,979
5578380846,8334692909,1704,1704
5578380846,2669480090,1376,1376
5578380846,12390124794,1775,1783
5578380846,12952062259,429,429
5578380846,2750669760,599,599
5578380846,2454512962,721,721
5578380846,12843952346,326,326
5578380846,10013110915,366,366
5578380846,4030881336,550,550
5578380846,1590153702,761,761
5578380846,136322935,837,837
5578380846,5981514091,762,762
5578380846,442551000,1085,1085
5578380846,12479126905,857,857
5578380846,133618467,970,970
5578380846,1488907662,938,938
5578380846,1991433140,919,919
5578380846,5582570021,1360,1360
5578380846,4239841589,1221,1221
5578380846,4019827636,1196,1202
5578380846,1167293625,1447,1447
5578380846,5881659505,1514,1514
5578380846,295413460,1382,1382
5578380846,1107533195,1678,1678
5578380846,138314025,1605,1605
5578380846,10583638334,1907,1907
5578380846,476441840,1852,1852
5578380846,1467334210,1893,1893
5578380846,30528334,1947,1947
5578380846,2247657921,1772,1780
5578380846,415627424,2247,2247
5578380846,2510053075,2137,2137
5578380846,2450295917,1745,1745
5578380846,12864827040,2107,2107
5578380846,9645157393,1563,1563
5578380846,354615386,928,928
5578380846,1363142268,776,776
5578380846,8209501770,626,626
10013110915,1308621529,1460,1460
10013110915,4551892507,1820,1820
10013110915,359238262,1524,1524
10013110915,5904861029,1720,1720
10013110915,2048616571,1592,1592
10013110915,98105901,1624,1629
10013110915,410455891,1473,1473
10013110915,561323738,1536,1536
10013110915,4063613611,1334,1334
10013110915,2137688161,1060,1060
10013110915,618284053,1124,1124
10013110915,1363354897,1048,1048
10013110915,2478696679,725,725
10013110915,895302724,858,858
10013110915,5664809637,722,722
10013110915,4192093000,874,874
10013110915,1454374331,1066,1066
10013110915,4852403788,1149,1149
10013110915,9995798817,1142,1192
10013110915,442585871,1130,1180
10013110915,244497161,1155,1155
10013110915,2579219364,1069,1069
10013110915,3380176573,1190,1190
10013110915,6778160929,1187,1187
10013110915,355686988,1595,1595
10013110915,311283313,1176,1176
10013110915,10238950146,1449,1449
10013110915,2457088247,1449,1449
10013110915,3563688393,1670,1670
10013110915,948326965,1121,1121
10013110915,8334692909,1854,1854
10013110915,2669480090,1531,1531
10013110915,12390124794,1925,1925
10013110915,12952062259,593,593
10013110915,2750669760,749,749
10013110915,2454512962,596,596
10013110915,12843952346,162,162
10013110915,5578380846,232,232
10013110915,4030881336,552,552
10013110915,1590153702,629,629
10013110915,136322935,863,863
10013110915,5981514091,598,598
10013110915,442551000,921,921
10013110915,12479126905,693,693
10013110915,133618467,838,838
10013110915,1488907662,806,806
10013110915,1991433140,755,755
10013110915,5582570021,1196,1196
10013110915,4239841589,1088,1088
10013110915,4019827636,1069,1069
10013110915,1167293625,1283,1283
10013110915,5881659505,1350,1350
10013110915,295413460,1218,1218
10013110915,1107533195,1771,1771
10013110915,138314025,1698,1698
10013110915,10583638334,1743,1743
10013110915,476441840,1688,1688
10013110915,1467334210,1729,1729
10013110915,30528334,1643,1643
10013110915,2247657921,1690,1690
10013110915,415627424,2158,2158
10013110915,2510053075,2037,2037
10013110915,2450295917,1895,1895
10013110915,12864827040,2249,2249
10013110915,9645157393,1713,1713
10013110915,354615386,1037,1085
10013110915,1363142268,938,938
10013110915,8209501770,790,790
4030881336,1308621529,1311,1311
4030881336,4551892507,1659,1659
4030881336,359238262,1323,1323
4030881336,5904861029,1722,1722
4030881336,2048616571,1676,1676
4030881336,98105901,1876,1876
4030881336,410455891,1540,1540
4030881336,561323738,1774,1774
4030881336,4063613611,1533,1533
4030881336,2137688161,1287,1287
4030881336,618284053,1351,1351
4030881336,1363354897,1275,1275
4030881336,2478696679,1077,1077
4030881336,895302724,1211,1211
4030881336,5664809637,1075,1113
4030881336,4192093000,971,971
4030881336,1454374331,1198,1198
4030881336,4852403788,1130,1130
4030881336,9995798817,951,951
4030881336,442585871,940,940
4030881336,244497161,915,915
4030881336,2579219364,933,933
4030881336,3380176573,1053,1053
4030881336,6778160929,1051,1051
4030881336,355686988,1458,1458
4030881336,311283313,1039,1039
4030881336,10238950146,1312,1312
4030881336,2457088247,1648,1648
4030881336,3563688393,1869,1869
4030881336,948326965,1320,1320
4030881336,8334692909,2106,2106
4030881336,2669480090,1778,1778
4030881336,12390124794,2185,2185
4030881336,12952062259,1009,1009
4030881336,2750669760,1139,1122
4030881336,2454512962,878,878
4030881336,12843952346,463,463
4030881336,5578380846,618,618
4030881336,10013110915,640,640
4030881336,1590153702,242,242
4030881336,136322935,775,775
4030881336,5981514091,584,584
4030881336,442551000,680,680
4030881336,12479126905,609,609
4030881336,133618467,439,439
4030881336,1488907662,401,401
4030881336,1991433140,514,514
4030881336,5582570021,944,944
4030881336,4239841589,691,691
4030881336,4019827636,672,672
4030881336,1167293625,1005,1005
4030881336,5881659505,1214,1214
4030881336,295413460,1108,1108
4030881336,1107533195,1492,1492
4030881336,138314025,1419,1419
4030881336,10583638334,1606,1606
4030881336,476441840,1551,1551
4030881336,1467334210,1592,1592
4030881336,30528334,1525,1525
4030881336,2247657921,1553,1553
4030881336,415627424,2021,2021
4030881336,2510053075,1919,1919
4030881336,2450295917,1989,1989
4030881336,12864827040,2183,2183
4030881336,9645157393,1813,1813
4030881336,354615386,1330,1330
4030881336,1363142268,1331,1331
4030881336,8209501770,1206,1236
1590153702,1308621529,1015,1015
1590153702,4551892507,1375,1375
1590153702,359238262,1079,1079
1590153702,5904861029,1478,1478
1590153702,2048616571,1380,1380
1590153702,98105901,1776,1776
1590153702,410455891,1296,1296
1590153702,561323738,1463,1463
1590153702,4063613611,1358,1358
1590153702,2137688161,1043,1043
1590153702,618284053,1107,1107
1590153702,1363354897,1031,1031
1590153702,2478696679,901,901
1590153702,895302724,1035,1035
1590153702,5664809637,899,899
1590153702,4192093000,757,757
1590153702,1454374331,954,954
1590153702,4852403788,886,886
1590153702,9995798817,707,707
1590153702,442585871,696,696
1590153702,244497161,671,671
1590153702,2579219364,639,639
1590153702,3380176573,759,759
1590153702,6778160929,757,757
1590153702,355686988,1165,1165
1590153702,311283313,746,746
1590153702,10238950146,1018,1018
1590153702,2457088247,1402,1402
1590153702,3563688393,1723,1723
1590153702,948326965,1145,1145
1590153702,8334692909,2006,2006
1590153702,2669480090,1678,1678
1590153702,12390124794,2058,2058
1590153702,12952062259,1014,1014
1590153702,2750669760,1012,1012
1590153702,2454512962,867,867
1590153702,12843952346,458,458
1590153702,5578380846,758,758
1590153702,10013110915,635,635
1590153702,4030881336,234,234
1590153702,136322935,949,949
1590153702,5981514091,379,379
1590153702,442551000,436,436
1590153702,12479126905,430,430
1590153702,133618467,360,360
1590153702,1488907662,372,372
1590153702,1991433140,271,271
1590153702,5582570021,724,724
1590153702,4239841589,604,604
1590153702,4019827636,585,585
1590153702,1167293625,771,771
1590153702,5881659505,920,920
1590153702,295413460,773,773
1590153702,1107533195,1415,1415
1590153702,138314025,1342,1342
1590153702,10583638334,1312,1312
1590153702,476441840,1258,1258
1590153702,1467334210,1299,1299
1590153702,30528334,1232,1232
1590153702,2247657921,1260,1260
1590153702,415627424,1728,1728
1590153702,2510053075,1626,1626
1590153702,2450295917,1696,1696
1590153702,12864827040,1890,1890
1590153702,9645157393,1520,1520
1590153702,354615386,1211,1211
1590153702,1363142268,1329,1329
1590153702,8209501770,1211,1211
136322935,1308621529,2017,2017
136322935,4551892507,2377,2377
136322935,359238262,2083,2083
136322935,5904861029,2480,2480
136322935,2048616571,2124,2124
136322935,98105901,2166,2163
136322935,410455891,1884,1884
136322935,561323738,1947,1947
136322935,4063613611,1977,1745
136322935,2137688161,1592,1592
136322935,618284053,1656,1656
136322935,1363354897,1580,1580
136322935,2478696679,1257,1257
136322935,895302724,1390,1390
136322935,5664809637,1254,1254
136322935,4192093000,1406,1758
136322935,1454374331,1598,1598
136322935,4852403788,1888,1888
136322935,9995798817,1709,1709
136322935,442585871,1698,1698
136322935,244497161,1673,1673
136322935,2579219364,1641,1641
136322935,3380176573,1761,1761
136322935,6778160929,1759,1759
136322935,355686988,2017,2017
136322935,311283313,1748,1748
136322935,10238950146,2020,2020
136322935,2457088247,1760,1760
136322935,3563688393,2081,2081
136322935,948326965,1532,1532
136322935,8334692909,2344,2344
136322935,2669480090,2069,2069
136322935,12390124794,2415,2415
136322935,12952062259,1214,1214
136322935,2750669760,1392,1392
136322935,2454512962,1128,1128
136322935,12843952346,760,760
136322935,5578380846,785,785
136322935,10013110915,952,952
136322935,4030881336,909,909
136322935,1590153702,1214,1214
136322935,5981514091,1406,1406
136322935,442551000,1438,1438
136322935,12479126905,1547,1547
136322935,133618467,1158,1158
136322935,1488907662,1120,1120
136322935,1991433140,1273,1273
136322935,5582570021,1701,1701
136322935,4239841589,1309,1309
136322935,4019827636,1302,1302
136322935,1167293625,1519,1519
136322935,5881659505,1954,1954
136322935,295413460,1827,1827
136322935,1107533195,1410,1410
136322935,138314025,1337,1337
136322935,10583638334,1769,1769
136322935,476441840,2242,2242
136322935,1467334210,2283,2283
136322935,30528334,2166,2166
136322935,2247657921,2219,2219
136322935,415627424,2687,2687
136322935,2510053075,2585,2585
136322935,2450295917,2437,2437
136322935,12864827040,2849,2849
136322935,9645157393,2255,2252
136322935,354615386,1728,1728
136322935,1363142268,1561,1561
136322935,8209501770,1613,1403
5981514091,1308621529,849,849
5981514091,4551892507,1197,1197
5981514091,359238262,913,913
5981514091,5904861029,1371,1371
5981514091,2048616571,1214,1214
5981514091,98105901,1431,1434
5981514091,410455891,1132,1132
5981514091,561323738,1237,1237
5981514091,4063613611,1013,1013
5981514091,2137688161,879,893
5981514091,618284053,957,957
5981514091,1363354897,867,867
5981514091,2478696679,557,557
5981514091,895302724,691,691
5981514091,5664809637,576,576
